,Company Name,NSE,title1,date1,desc1,link1,title2,date2,desc2,link2,title3,date3,desc3,link3
257,Johnson Control,JCHAC,Our View On Johnson Controls-Hitachi Air Conditioning ...,1 month ago,"Our View On Johnson Controls-Hitachi Air Conditioning India's (NSE:JCHAC) CEO Pay. By: Simply Wall St. Published: January 04, 2021.",https://simplywall.st/stocks/in/consumer-durables/nse-jchac/johnson-controls-hitachi-air-conditioning-india-shares/news/our-view-on-johnson-controls-hitachi-air-conditioning-indias,We Think Johnson Controls-Hitachi Air Conditioning India ...,01-Dec-20,"We Think Johnson Controls-Hitachi Air Conditioning India (NSE:JCHAC) Has A Fair Chunk Of Debt. By: Simply Wall St. Published: November 30, 2020. NSEI: ...",https://simplywall.st/stocks/in/consumer-durables/nse-jchac/johnson-controls-hitachi-air-conditioning-india-shares/news/we-think-johnson-controls-hitachi-air-conditioning-india-nse,Update: Johnson Controls-Hitachi Air Conditioning India (NSE ...,27-Oct-20,"Update: Johnson Controls-Hitachi Air Conditioning India (NSE:JCHAC) Stock Gained 69% In The Last Five Years. By: Simply Wall St. Published: October 26, 2020.",https://simplywall.st/stocks/in/consumer-durables/nse-jchac/johnson-controls-hitachi-air-conditioning-india-shares/news/update-johnson-controls-hitachi-air-conditioning-india-nsejchac-stock-gained-69-in-the-last-five-years
258,JSW Energy,JSWENERGY,An Intrinsic Calculation For JSW Energy Limited (NSE ...,2 days ago,"An Intrinsic Calculation For JSW Energy Limited (NSE:JSWENERGY) Suggests It's 24% Undervalued. By: Simply Wall St. Published: February 19, 2021.",https://simplywall.st/stocks/in/utilities/nse-jswenergy/jsw-energy-shares/news/an-intrinsic-calculation-for-jsw-energy-limited-nsejswenergy,"JSW Announces Sustainability, Renewable Energy Generation Roadmap",3 days ago,"JSW Solar Limited, a wholly-owned subsidiary of JSW Energy, has received letters of award for setting up 810 MW of blended wind capacity from the Solar Energy ...",https://mercomindia.com/jsw-sustainability-renewable-energy-generation-roadmap/,JSW Energy (₹77.8): Buy,1 week ago,"Investors with a short-term perspective can buy the stock of JSW Energy at current levels. Since the stock took support at ₹36 in early May 2020, it has been in ...",https://www.thehindubusinessline.com/portfolio/technical-analysis/jsw-energy-778-buy/article33812995.ece
259,JSW Steel,JSWSTEEL,"Introducing JSW Steel (NSE:JSWSTEEL), The Stock That ...",1 day ago,"Introducing JSW Steel (NSE:JSWSTEEL), The Stock That Zoomed 260% In The Last Five Years. By: Simply Wall St. Published: February 20, 2021.",https://simplywall.st/stocks/in/materials/nse-jswsteel/jsw-steel-shares/news/introducing-jsw-steel-nsejswsteel-the-stock-that-zoomed-260,How Much Of JSW Steel Limited (NSE:JSWSTEEL) Do ...,2 weeks ago,"How Much Of JSW Steel Limited (NSE:JSWSTEEL) Do Institutions Own? By: Simply Wall St. Published: February 07, 2021.",https://simplywall.st/stocks/in/materials/nse-jswsteel/jsw-steel-shares/news/how-much-of-jsw-steel-limited-nsejswsteel-do-institutions-ow,Revenue Beat: JSW Steel Limited Exceeded Revenue ...,4 weeks ago,"As you might know, JSW Steel Limited (NSE:JSWSTEEL) recently reported its quarterly numbers. JSW Steel beat revenue expectations by 6.9%, recording sales ...",https://simplywall.st/stocks/in/materials/nse-jswsteel/jsw-steel-shares/news/revenue-beat-jsw-steel-limited-exceeded-revenue-forecasts-by
260,JTEKT India,JTEKTINDIA,JTEKT India Standalone December 2020 Net Sales At Rs ...,1 week ago,"JTEKT India shares closed at 89.75 on February 10, 2021 (NSE) and has given 35.47% returns over the last 6 months and 9.38% over the last 12 months.",https://www.moneycontrol.com/news/business/earnings/jtekt-india-standalone-december-2020-net-sales-at-rs-437-00-crore-up-18-7-y-o-y-6495361.html,JTEKT India consolidated net profit rises 208.16% in the ...,1 week ago,Net profit of JTEKT India rose 208.16% to Rs 16.61 crore in the quarter ended December 2020 as against Rs 5.39 crore during the previous quarter ended ...,https://www.business-standard.com/article/news-cm/jtekt-india-consolidated-net-profit-rises-208-16-in-the-december-2020-quarter-121021100828_1.html,What Kind Of Shareholders Own JTEKT India Limited (NSE ...,3 weeks ago,Every investor in JTEKT India Limited (NSE:JTEKTINDIA) should be aware of the most powerful shareholder groups. Insiders often own a large chunk of younger ...,https://simplywall.st/stocks/in/automobiles/nse-jtektindia/jtekt-india-shares/news/what-kind-of-shareholders-own-jtekt-india-limited-nsejtektin
261,Jubilant Food,JUBLFOOD,Don't Ignore The Fact That This Insider Just Sold Some ...,4 days ago,"We note that a Jubilant FoodWorks Limited (NSE:JUBLFOOD) insider, Laxmidatta Dalbehera, recently sold ₹1.4m worth of stock for ₹2,796 per share. It wasn't ...",https://simplywall.st/stocks/in/consumer-services/nse-jublfood/jubilant-foodworks-shares/news/dont-ignore-the-fact-that-this-insider-just-sold-some-shares-194,"Jublfood fut cmp-2711.40, extereme strong hurdle cum ...",6 days ago,"Jublfood fut cmp-2711.40, extereme strong hurdle cum junglee khulla saand breakout at-2743.50 cross sustain hold above continues, buy in any dip till upto ...",https://mmb.moneycontrol.com/forum-topics/stocks/jubilant-food/thread-message-90916215-92716215.html,Results: Jubilant FoodWorks Limited Exceeded Expectations ...,2 weeks ago,"As you might know, Jubilant FoodWorks Limited (NSE:JUBLFOOD) just kicked off its latest third-quarter results with some very strong numbers. The company ...",https://simplywall.st/stocks/in/consumer-services/nse-jublfood/jubilant-foodworks-shares/news/results-jubilant-foodworks-limited-exceeded-expectations-and
262,Jubilant Life,JUBILANT,"Stock Market Live: Sensex at day's low, Nifty slips below ...",14 mins ago,"Shares of Jubilant FoodWorks rallied 5 percent to hit a fresh 52-week high of Rs 3,098.55 in early trade on Monday after the company announced the acquisition ...",https://www.cnbctv18.com/market/stocks/stock-market-live-sensex-nifty-likely-to-open-higher-sgx-nifty-indicates-a-positive-start-8381431.htm,Jubilant FoodWorks hits 52-week high on Fides Food Systems ...,32 mins ago,"Shares of Jubilant FoodWorks rallied 5 percent to hit a fresh 52-week high of Rs 3,098.55 in early trade on Monday after the makers of Domino's Pizza in India ...",https://www.cnbctv18.com/market/stocks/jubilant-foodworks-hits-52-week-high-on-fides-food-systems-acquisition-shares-jump-5-8383201.htm,"Dabigatran Etexilate Mesylate Market Size and Forecast (2021-2027) | By Top Leading Players – Polpharma, Apotex Pharmachem, Dr. Reddys, Jubilant Pharma, Mehta API, Vasudha Pharma Chem",46 mins ago,Jubilant Pharma; Mehta API; Vasudha Pharma Chem; Tapi Teva; Metrochem; Langfang Gaobo Jingband Pharmaceutical; Lee Pharma; Qilu Pharmaceutical. The ...,https://neighborwebsj.com/uncategorized/3556892/dabigatran-etexilate-mesylate-market-size-and-forecast-2021-2027-by-top-leading-players-polpharma-apotex-pharmachem-dr-reddys-jubilant-pharma-mehta-api-vasudha-pharma-chem/
263,Just Dial,JUSTDIAL,"Cricket Bat Market Dynamics, Forecast, Global Analysis of Players – Nike, Adidas, Sanspareils Greenlands, Puma, BD Mahajan & Sons Private Limited, British Cricket Balls, Sareen Sports, Slazenger, CA Sports, Gunn & Moore, Justdial, Kookaburra, Gray-Nicolls",1 hour ago,"... Puma, B. D. Mahajan & Sons Private Limited, British Cricket Balls, Sareen Sports, Slazenger, CA Sports, Gunn & Moore, Justdial, Kookaburra, Gray-Nicolls ...",https://www.nymarketreports.com/news/55056/cricket-bat-market-dynamics-forecast-global-analysis-of-players-nike-adidas-sanspareils-greenlands-puma-b-d-mahajan-sons-private-limited-british-cricket-balls-sareen-sports-slazenge/,Trimethylacetic Acid (CAS 75-98-9) Market Research (New ...,12 hours ago,"... Chemical, Vav Life Sciences, Nikunj Chemicals, Corbion, Justdial, Dalian Best Chemical, Anhui Xingyu, Hebei Fude Chemical, Shanghai Trustin Chemical.",https://neighborwebsj.com/uncategorized/3586245/trimethylacetic-acid-cas-75-98-9-market-research-new-data-insights/,"Electroplating Apparatus Market Size and Forecast (2021-2027) | By Top Leading Players – Gesswein, Heimerle + Meule GmbH, NICA Technologies Pte Ltd, Seikotech Pte Ltd, Justdial, Asahi Denka Kenkyusho Co.",18 hours ago,"Justdial; Asahi Denka Kenkyusho Co.,Ltd … The report provides a comprehensive analysis in an organized manner in the form of. The report also ...",https://www.expresskeeper.com/2021/02/21/electroplating-apparatus-market-size-and-forecast-2021-2027-by-top-leading-players-gesswein-heimerle-meule-gmbh-nica-technologies-pte-ltd-seikotech-pte-ltd-justdial-asahi-denka-kenkyusho/
264,Jyothy Labs,JYOTHYLAB,Could The Jyothy Labs Limited (NSE:JYOTHYLAB ...,3 weeks ago,"Could The Jyothy Labs Limited (NSE:JYOTHYLAB) Ownership Structure Tell Us Something Useful? By: Simply Wall St. Published: January 29, 2021.",https://simplywall.st/stocks/in/household/nse-jyothylab/jyothy-labs-shares/news/could-the-jyothy-labs-limited-nsejyothylab-ownership-structu,"Jyothy Labs To Grow 9% In FY21 On Rural Spending, Says ...",1 month ago,"JYOTHYLAB150.05. -2.80-1.83%. Add to Watchlist. The more people cooked during the Covid-19 lockdown, the bigger was the pile of dishes. For Jyothy ...",https://www.bloombergquint.com/business/why-jyothy-labs-kamath-is-confident-of-9-growth-in-virus-ravaged-year,Here's What's Happening With Returns At Jyothy Labs (NSE ...,12-Dec-20,"So when we looked at Jyothy Labs (NSE:JYOTHYLAB) and its trend of ROCE, we really liked what we saw. Understanding Return On Capital Employed (ROCE).",https://simplywall.st/stocks/in/household/nse-jyothylab/jyothy-labs-shares/news/heres-whats-happening-with-returns-at-jyothy-labs-nsejyothyl
265,Kajaria Ceramic,KAJARIACER,Why quality and momentum could be key drivers for Kajaria ...,5 days ago,... measures and has signs of exposure to these high quality and strong momentum factors... GET MORE DATA-DRIVEN INSIGHTS INTO NSI:KAJARIACER » ...,https://www.stockopedia.com/articles/why-quality-and-momentum-could-be-key-drivers-for-kajaria-ceramics-188939/,Interested In Kajaria Ceramics' (NSE:KAJARIACER ...,3 weeks ago,"Interested In Kajaria Ceramics' (NSE:KAJARIACER) Upcoming ₹10.00 Dividend? You Have Three Days Left. By: Simply Wall St. Published: January 28, 2021.",https://simplywall.st/stocks/in/capital-goods/nse-kajariacer/kajaria-ceramics-shares/news/interested-in-kajaria-ceramics-nsekajariacer-upcoming-1000-d,Results: Kajaria Ceramics Limited Beat Earnings Expectations ...,1 month ago,"Kajaria Ceramics Limited (NSE:KAJARIACER) defied analyst predictions to release its third-quarter results, which were ahead of market expectations.",https://simplywall.st/stocks/in/capital-goods/nse-kajariacer/kajaria-ceramics-shares/news/results-kajaria-ceramics-limited-beat-earnings-expectations
266,Kalpataru Power,KALPATPOWR,Is Now An Opportune Moment To Examine Kalpataru Power ...,1 week ago,"While Kalpataru Power Transmission Limited (NSE:KALPATPOWR) might not be the most widely known stock at the moment, it led the NSEI gainers with a ...",https://simplywall.st/stocks/in/capital-goods/nse-kalpatpowr/kalpataru-power-transmission-shares/news/is-now-an-opportune-moment-to-examine-kalpataru-power-transm,Can You Imagine How Kalpataru Power Transmission's (NSE ...,3 weeks ago,Can You Imagine How Kalpataru Power Transmission's (NSE:KALPATPOWR) Shareholders Feel About The 76% Share Price Increase? By: Simply Wall St.,https://simplywall.st/stocks/in/capital-goods/nse-kalpatpowr/kalpataru-power-transmission-shares/news/can-you-imagine-how-kalpataru-power-transmissions-nsekalpatp,Are Robust Financials Driving The Recent Rally In Kalpataru ...,1 month ago,Kalpataru Power Transmission (NSE:KALPATPOWR) has had a great run on the share market with its stock up by a significant 47% over the last three months.,https://simplywall.st/stocks/in/capital-goods/nse-kalpatpowr/kalpataru-power-transmission-shares/news/are-robust-financials-driving-the-recent-rally-in-kalpataru
267,Kansai Nerolac,KANSAINER,A Quick Analysis On Kansai Nerolac Paints' (NSE ...,1 day ago,A Quick Analysis On Kansai Nerolac Paints' (NSE:KANSAINER) CEO Salary · How Does Total Compensation For Harishchandra Meghraj Bharuka Compare With ...,https://simplywall.st/stocks/in/materials/nse-kansainer/kansai-nerolac-paints-shares/news/a-quick-analysis-on-kansai-nerolac-paints-nsekansainer-ceo-s,What Do The Returns On Capital At Kansai Nerolac Paints ...,2 weeks ago,"What Do The Returns On Capital At Kansai Nerolac Paints (NSE:KANSAINER) Tell Us? By: Simply Wall St. Published: February 07, 2021.",https://simplywall.st/stocks/in/materials/nse-kansainer/kansai-nerolac-paints-shares/news/what-do-the-returns-on-capital-at-kansai-nerolac-paints-nsek,Is Kansai Nerolac Paints Limited (NSE:KANSAINER) The ...,1 month ago,"Is Kansai Nerolac Paints Limited (NSE:KANSAINER) The Right Choice For A Smart Dividend Investor? By: Simply Wall St. Published: January 20, 2021. NSEI: ...",https://simplywall.st/stocks/in/materials/nse-kansainer/kansai-nerolac-paints-shares/news/is-kansai-nerolac-paints-limited-nsekansainer-the-right-choi
268,Karnataka Bank,KTKBANK,How Much Did Karnataka Bank's (NSE:KTKBANK) CEO ...,1 month ago,... article will reflect on the compensation paid to M. Mahabaleshwara Bhat who has served as CEO of The Karnataka Bank Limited (NSE:KTKBANK) since 2017.,https://simplywall.st/stocks/in/banks/nse-ktkbank/karnataka-bank-shares/news/how-much-did-karnataka-banks-nsektkbank-ceo-pocket-last-year,Karnataka Bank's (NSE:KTKBANK) Stock Price Has Reduced ...,15-Nov-20,If you love investing in stocks you're bound to buy some losers. But long term The Karnataka Bank Limited (NSE:KTKBANK) shareholders have had a ...,https://simplywall.st/stocks/in/banks/nse-ktkbank/karnataka-bank-shares/news/karnataka-banks-nsektkbank-stock-price-has-reduced-69-in-the-past-three-years,A Look At Karnataka Bank's (NSE:KTKBANK) CEO ...,22-Sep-20,"Mahabaleshwara Bhat has been the CEO of The Karnataka Bank Limited (NSE:KTKBANK) since 2017, and this article will examine the executive's compensation ...",https://simplywall.st/stocks/in/banks/nse-ktkbank/karnataka-bank-shares/news/a-look-at-karnataka-banks-nsektkbank-ceo-remuneration
269,KEC Intl,KEC,Towers and Poles Market Innovative Strategy by 2028 | Al ...,1 hour ago,"... Duratel (Italy), Europole (Russia), Guangdong Disheng (China), KEC (India), Kalpatru Power Transmission Ltd (India), Mercur Induo Systemholztechnik GmbH ...",https://murphyshockeylaw.net/uncategorized/2441467/towers-and-poles-market-innovative-strategy-by-2028-al-babtain-kuwait-bajaj-electrical-india-brametal-united-states/,Utility Pole Consumption Market Size and Forecast (2021 ...,3 hours ago,KEC International; Skipper Limited; Europoles; Creative Pultrusions; Elsewedy Electric; RS Technologies; Stella-Jones; Nippon Concrete Industries. Utility Pole ...,https://www.expresskeeper.com/2021/02/22/utility-pole-consumption-market-size-and-forecast-2021-2027-by-top-key-players-valmont-industries-qingdao-wuxiao-kec-international-skipper-limited-europoles-creative-pultrusions/,Did KEC International Limited (NSE:KEC) Insiders Buy Up ...,4 hours ago,So we'll take a look at whether insiders have been buying or selling shares in KEC International Limited (NSE:KEC). Do Insider Transactions Matter? It is perfectly ...,https://simplywall.st/stocks/in/capital-goods/nse-kec/kec-international-shares/news/did-kec-international-limited-nsekec-insiders-buy-up-more-sh
270,KEI Industries,KEI,nib NZ earnings holding up as healthcare treatment bounces back,6 hours ago,"""Simply put our partnership is about improving health and wellbeing of NgÄ ti WhÄ tua ÅŒrÄ kei members. 1 nib New Zealand Underlying Operating Profit for ...",http://www.voxy.co.nz/business/5/382166,"Tapioca Pearls Market Size and Forecast (2021-2027) | By Top Key Players – US Boba, Universal Thai International Enterprise, Andes Food, Sunnysyrup Food, KEI FU FOODS, Chen En Food Product Enterprise",6 hours ago,KEI FU FOODS; Chen En Food Product Enterprise; SHTASTYPLUS; TING JEAN FOODS; JIU ZHOU FOOD. Tapioca Pearls Market: Key Catalysts. The market is ...,https://www.expresskeeper.com/2021/02/21/tapioca-pearls-market-size-and-forecast-2021-2027-by-top-key-players-us-boba-universal-thai-international-enterprise-andes-food-sunnysyrup-food-kei-fu-foods-chen-en-food-product-enterprise/,Michelin-star Paris restaurant opens sister shop in Shizuoka ...,8 hours ago,"Chefs Kei Kobayashi, left, and Mitsuyoshi Sato (Provided by Toraya Confectionery Co.) GOTEMBA, Shizuoka Prefecture--The owner of a three-star Michelin ...",http://www.asahi.com/ajw/articles/14181868
